z_percentile,if_percentile,cusum_min_h,z_thr_crisis,z_thr_post,if_thr,n_alerts,alerts_per_month,n_tp_72h,n_tp_7d,precision_72h,precision_7d,precision_30d,recall_event,n_events_in_window,n_events_detected,fp_rate_per_month_outside_72h,median_lag_hours
99.0,98,3,5.742617290921714,6.1080076925593545,0.5939604467248247,61,1.6956050228310504,12,13,0.19672131147540983,0.21311475409836064,0.7704918032786885,0.5416666666666666,24,13,1.3620433789954338,777.0
99.0,98,5,5.742617290921714,6.1080076925593545,0.5939604467248247,40,1.1118721461187215,6,7,0.15,0.175,0.8,0.5416666666666666,24,13,0.9450913242009134,779.0
99.5,80,1,9.973812306507678,10.0,0.340800554591596,78,2.168150684931507,14,19,0.1794871794871795,0.24358974358974358,0.6794871794871795,0.8333333333333334,24,20,1.7789954337899545,427.0
99.5,80,2,9.973812306507678,10.0,0.340800554591596,29,0.8061073059360732,5,6,0.1724137931034483,0.20689655172413793,0.6206896551724138,0.5833333333333334,24,14,0.667123287671233,782.0
99.5,80,3,9.973812306507678,10.0,0.340800554591596,16,0.4447488584474886,2,2,0.125,0.125,0.625,0.375,24,9,0.3891552511415525,1049.0
99.5,80,5,9.973812306507678,10.0,0.340800554591596,8,0.2223744292237443,0,0,0.0,0.0,0.5,0.25,24,6,0.2223744292237443,2967.0
99.5,85,1,9.973812306507678,10.0,0.37471741925003604,78,2.168150684931507,14,19,0.1794871794871795,0.24358974358974358,0.6794871794871795,0.8333333333333334,24,20,1.7789954337899545,427.0
99.5,85,2,9.973812306507678,10.0,0.37471741925003604,29,0.8061073059360732,5,6,0.1724137931034483,0.20689655172413793,0.6206896551724138,0.5833333333333334,24,14,0.667123287671233,782.0
99.5,85,3,9.973812306507678,10.0,0.37471741925003604,16,0.4447488584474886,2,2,0.125,0.125,0.625,0.375,24,9,0.3891552511415525,1049.0
99.5,85,5,9.973812306507678,10.0,0.37471741925003604,8,0.2223744292237443,0,0,0.0,0.0,0.5,0.25,24,6,0.2223744292237443,2967.0
99.5,90,1,9.973812306507678,10.0,0.4197262263376946,77,2.1403538812785388,14,19,0.18181818181818182,0.24675324675324675,0.6883116883116883,0.8333333333333334,24,20,1.7511986301369864,427.0
99.5,90,2,9.973812306507678,10.0,0.4197262263376946,29,0.8061073059360732,5,6,0.1724137931034483,0.20689655172413793,0.6206896551724138,0.5833333333333334,24,14,0.667123287671233,782.0
99.5,90,3,9.973812306507678,10.0,0.4197262263376946,16,0.4447488584474886,2,2,0.125,0.125,0.625,0.375,24,9,0.3891552511415525,1049.0
99.5,90,5,9.973812306507678,10.0,0.4197262263376946,8,0.2223744292237443,0,0,0.0,0.0,0.5,0.25,24,6,0.2223744292237443,2967.0
99.5,95,1,9.973812306507678,10.0,0.48496240887865055,73,2.029166666666667,11,16,0.1506849315068493,0.2191780821917808,0.6712328767123288,0.75,24,18,1.7234018264840183,403.5
99.5,95,2,9.973812306507678,10.0,0.48496240887865055,28,0.778310502283105,4,5,0.14285714285714285,0.17857142857142858,0.6071428571428571,0.5416666666666666,24,13,0.667123287671233,1024.0
99.5,95,3,9.973812306507678,10.0,0.48496240887865055,16,0.4447488584474886,2,2,0.125,0.125,0.625,0.375,24,9,0.3891552511415525,1049.0
99.5,95,5,9.973812306507678,10.0,0.48496240887865055,8,0.2223744292237443,0,0,0.0,0.0,0.5,0.25,24,6,0.2223744292237443,2967.0
99.5,98,1,9.973812306507678,10.0,0.5939604467248247,61,1.6956050228310504,8,13,0.13114754098360656,0.21311475409836064,0.6229508196721312,0.75,24,18,1.473230593607306,403.5
99.5,98,2,9.973812306507678,10.0,0.5939604467248247,24,0.667123287671233,3,4,0.125,0.16666666666666666,0.5416666666666666,0.4166666666666667,24,10,0.5837328767123288,782.0
99.5,98,3,9.973812306507678,10.0,0.5939604467248247,15,0.4169520547945206,2,2,0.13333333333333333,0.13333333333333333,0.6,0.375,24,9,0.3613584474885845,1617.0
99.5,98,5,9.973812306507678,10.0,0.5939604467248247,8,0.2223744292237443,0,0,0.0,0.0,0.5,0.25,24,6,0.2223744292237443,2967.0
