episode_id,start,end,duration_hours,regime,max_alert_level,max_score,max_residual,mean_residual,max_atc_fatigue
46,2019-02-03 00:00:00,2019-02-03 06:00:00,7,pre_crisis,naranja,0.6665961099441903,1.3938806438446036,0.281238579984222,1.0
66,2019-02-07 01:00:00,2019-02-07 06:00:00,6,pre_crisis,naranja,0.6662249536843774,1.2662745285034163,0.29009071675439674,2.0
378,2020-10-05 19:00:00,2020-10-06 04:00:00,10,pre_crisis,naranja,0.6655918359326849,1.4605103683471654,0.21599381260573836,2.0
1032,2023-04-02 12:00:00,2023-04-02 18:00:00,7,excepcion_iberica,naranja,0.6654113570298316,1.1581521606445317,0.38719746466992166,135.0
634,2021-12-26 02:00:00,2021-12-26 07:00:00,6,pre_crisis,naranja,0.6653522404924651,1.1039799404144333,0.28725484395865425,1.0
1854,2024-10-20 00:00:00,2024-10-20 07:00:00,8,post_excepcion,naranja,0.6648447634691482,6.963510131835939,3.1714970166981225,1359.0
1152,2023-05-16 15:00:00,2023-05-17 01:00:00,11,excepcion_iberica,naranja,0.6639792625433473,1.190487976074218,0.3918030044436454,1198.0
590,2021-09-26 11:00:00,2021-09-26 19:00:00,9,pre_crisis,naranja,0.6636586408466412,1.2481732559204204,0.32071480628516724,2.0
658,2022-02-10 00:00:00,2022-02-10 01:00:00,2,excepcion_iberica,naranja,0.6629715683560775,1.5723870849609511,1.1472020339965923,2.0
264,2020-02-27 14:00:00,2020-02-27 19:00:00,6,pre_crisis,naranja,0.6625624823204932,1.1497159004211426,0.2641549646109347,4.0
496,2021-03-11 04:00:00,2021-03-11 05:00:00,2,pre_crisis,naranja,0.661220441870918,1.1905210494995124,0.788309469223023,2.0
88,2019-02-23 12:00:00,2019-02-26 04:00:00,65,pre_crisis,naranja,0.6608218263589068,1.3354086399078398,0.18968740713596322,8.0
582,2021-09-22 07:00:00,2021-09-22 19:00:00,13,pre_crisis,naranja,0.6594615138056543,1.2014949321746826,0.13132349190875367,2.0
604,2021-11-18 18:00:00,2021-11-18 23:00:00,6,pre_crisis,naranja,0.6585143708013613,1.0126020812988372,0.3761533221105727,3.0
1576,2024-03-04 07:00:00,2024-03-04 17:00:00,11,post_excepcion,naranja,0.6584354760446439,4.337840642929077,1.6257585338299927,192.0
18,2019-01-14 00:00:00,2019-01-14 12:00:00,13,pre_crisis,naranja,0.6584010788654879,1.1569858932495123,0.26181994887068727,6.0
392,2020-10-22 17:00:00,2020-10-22 20:00:00,4,pre_crisis,naranja,0.6576811713556282,1.1103757572174047,0.7166922617703655,3.0
460,2021-01-17 18:00:00,2021-01-17 21:00:00,4,pre_crisis,naranja,0.6575102325190869,1.0703983116149942,0.548712573051457,4.0
490,2021-02-26 08:00:00,2021-02-26 13:00:00,6,pre_crisis,naranja,0.657107598048024,1.3427461647987329,0.2304718268138816,1.0
336,2020-08-16 10:00:00,2020-08-16 16:00:00,7,pre_crisis,naranja,0.6569634568018616,1.0984520816802963,0.43970835464341257,4.0
486,2021-02-24 07:00:00,2021-02-24 18:00:00,12,pre_crisis,naranja,0.6567825997006543,1.2828634452819827,0.18099819959451727,2.0
452,2021-01-15 01:00:00,2021-01-15 12:00:00,12,pre_crisis,naranja,0.655783119076781,1.10218542098999,0.1621216885489408,5.0
92,2019-03-06 23:00:00,2019-03-07 16:00:00,18,pre_crisis,naranja,0.6537300913796844,1.1175368499755862,0.15302747331895994,4.0
1518,2024-01-08 00:00:00,2024-01-08 02:00:00,3,post_excepcion,naranja,0.6535693020793867,5.886557979583742,3.601036086082454,0.0
350,2020-08-31 21:00:00,2020-09-01 01:00:00,5,pre_crisis,naranja,0.6511463157998016,1.2731162738799995,0.26493619076534997,1.0
134,2019-05-01 17:00:00,2019-05-01 20:00:00,4,pre_crisis,naranja,0.6506223800286094,1.0791062736511208,0.31508196949958744,2.0
1820,2024-09-23 11:00:00,2024-09-24 11:00:00,25,post_excepcion,naranja,0.6500980621871938,5.947466354370114,1.279260111784935,739.0
414,2020-11-30 19:00:00,2020-11-30 23:00:00,5,pre_crisis,naranja,0.6496439462689134,0.9994051980972287,0.22245643740892404,1.0
1320,2023-08-03 11:00:00,2023-08-05 12:00:00,50,excepcion_iberica,naranja,0.6488668166191919,1.2221589088439941,0.20914385840147737,663.0
890,2022-12-24 17:00:00,2022-12-25 03:00:00,11,excepcion_iberica,naranja,0.6484562545787858,1.338500738143921,0.39390784128145834,22.0
1170,2023-05-25 10:00:00,2023-05-25 15:00:00,6,excepcion_iberica,naranja,0.6466344704051967,1.3130198383331333,0.6478649040063237,1404.0
704,2022-04-25 08:00:00,2022-04-25 09:00:00,2,excepcion_iberica,naranja,0.646588741223536,1.617974166870141,1.4232978844642759,2.0
1314,2023-08-01 14:00:00,2023-08-01 18:00:00,5,excepcion_iberica,naranja,0.6463442778305438,1.4726790618896501,0.5977759375572219,573.0
380,2020-10-09 07:00:00,2020-10-09 22:00:00,16,pre_crisis,naranja,0.6451219871217102,1.1961560726165743,0.1531614995689594,3.0
252,2020-02-02 02:00:00,2020-02-02 18:00:00,17,pre_crisis,naranja,0.6447154209272724,1.138256101608274,0.19102909870007423,4.0
344,2020-08-26 21:00:00,2020-08-26 22:00:00,2,pre_crisis,naranja,0.6441969853325435,1.1773897743225064,0.7650674438476521,4.0
1478,2023-12-10 02:00:00,2023-12-10 06:00:00,5,excepcion_iberica,naranja,0.6433338220412932,1.4291962039470683,0.660778321564198,831.0
1722,2024-06-10 01:00:00,2024-06-11 00:00:00,24,post_excepcion,naranja,0.642820803792732,8.176578292846678,1.4347538323700428,200.0
902,2023-01-01 04:00:00,2023-01-01 21:00:00,18,excepcion_iberica,naranja,0.6425597829656727,0.8434971570968628,0.27882001523135436,8.0
1074,2023-04-14 05:00:00,2023-04-14 16:00:00,12,excepcion_iberica,naranja,0.64224792020283,1.254795789718628,0.26923887949436914,421.0
396,2020-11-01 00:00:00,2020-11-02 01:00:00,26,pre_crisis,naranja,0.6410348250882499,1.0512938499450684,0.19381663373743147,17.0
82,2019-02-16 15:00:00,2019-02-18 02:00:00,36,pre_crisis,naranja,0.6408425830809366,0.9428649997711176,0.13672016258383796,5.0
1454,2023-11-09 06:00:00,2023-11-09 16:00:00,11,excepcion_iberica,naranja,0.6408097906877108,0.991435706615448,0.285822082310915,121.0
442,2021-01-10 03:00:00,2021-01-10 20:00:00,18,pre_crisis,naranja,0.6362609697502419,1.0567132282257106,0.3234212978142818,11.0
1448,2023-11-08 07:00:00,2023-11-08 08:00:00,2,excepcion_iberica,naranja,0.6353374533463272,1.6316169929504412,0.8806452891230592,89.0
70,2019-02-08 02:00:00,2019-02-09 17:00:00,40,pre_crisis,naranja,0.6349892909245437,1.0485594558715832,0.18271920132634084,5.0
492,2021-03-04 08:00:00,2021-03-04 09:00:00,2,pre_crisis,naranja,0.6348245048353739,1.0828583812713575,0.8935478973388591,2.0
228,2020-01-20 18:00:00,2020-01-21 08:00:00,15,pre_crisis,naranja,0.633814384988403,1.0870657444000216,0.13615546426735772,3.0
1146,2023-05-15 07:00:00,2023-05-15 17:00:00,11,excepcion_iberica,naranja,0.6334226012322987,0.9420633316040039,0.3302291904931719,1166.0
26,2019-01-26 06:00:00,2019-01-27 12:00:00,31,pre_crisis,naranja,0.6328830441524413,1.0253918552398744,0.24699288748685444,10.0
56,2019-02-05 01:00:00,2019-02-05 04:00:00,4,pre_crisis,naranja,0.6326001274890724,1.0555455112457253,0.41523275725543307,2.0
822,2022-09-18 05:00:00,2022-09-18 16:00:00,12,excepcion_iberica,naranja,0.6323910743424211,1.333224892616272,0.3232201444140325,12.0
1474,2023-12-06 06:00:00,2023-12-06 16:00:00,11,excepcion_iberica,naranja,0.6309345801270316,1.118310809135437,0.23152018414640968,745.0
